cellID,flframe,cfp,yfp
78896332,1,-0.026,2.124
78896332,2,-0.01,2.703
78896332,3,-0.003,3.002
78896332,4,-0.005,3.057
78896332,5,-0.009,2.987
78896332,6,-0.015,2.68
78896332,7,-0.026,2.283
78896332,8,-0.029,1.977
78896332,9,-0.03,1.757
78896332,10,-0.028,1.58
78896335,-3,-0.01,-0.535
78896335,-2,-0.021,-0.469
78896335,-1,-0.03,-0.499
78896335,0,-0.037,-0.543
78896335,1,-0.045,-0.955
78896335,2,-0.062,-1.414
78896335,3,-0.083,-1.793
78896335,4,-0.098,-2.119
78896335,5,-0.106,-2.411
78896335,6,-0.106,-2.64
78896335,7,-0.104,-2.718
78896335,8,-0.096,-2.7
78896335,9,-0.089,-2.599
78896335,10,-0.088,-2.492
78896335,11,-0.091,-2.438
78896335,12,-0.085,-2.22
78896335,13,-0.078,-2.007
78896335,14,-0.069,-1.679
78896335,15,-0.058,-1.276
78896335,16,-0.044,-0.853
78896343,-3,0.079,1.276
78896343,-2,0.043,1.361
78896343,-1,0.011,1.336
78896343,0,0.003,1.058
78896343,1,0.013,0.536
78896347,-3,0.018,4.561
78896347,-2,0.036,4.309
78896347,-1,0.058,4.01
78896347,0,0.081,3.754
78896347,1,0.111,3.481
78896347,2,0.143,3.276
78896347,3,0.174,3.209
78896350,-3,0.042,4.141
78896350,-2,0.056,4.156
78896350,-1,0.071,4.115
78896350,0,0.082,4.061
78896350,1,0.086,3.93
78896350,2,0.092,3.936
78896350,3,0.098,4.121
78896350,4,0.1,4.299
78896350,5,0.096,4.205
78896350,6,0.084,3.717
78896350,7,0.066,3.111
78896350,8,0.061,2.733
78896350,9,0.061,2.592
78896350,10,0.062,2.66
78896350,11,0.062,2.684
78896350,12,0.066,2.738
78896350,13,0.068,2.699
78896351,-3,0.035,3.137
78896351,-2,0.032,3.206
78896351,-1,0.032,3.235
78896351,0,0.04,3.214
78896351,1,0.065,3.529
78896351,2,0.106,4.046
78896351,3,0.14,4.498
78896351,4,0.156,4.66
78896351,5,0.161,4.315
78896351,6,0.161,3.888
78896351,7,0.164,3.68
78896351,8,0.179,3.681
78896351,9,0.193,3.834
78896351,10,0.2,4.021
78896351,11,0.196,4.069
78896351,12,0.192,4.245
78896351,13,0.192,4.465
78896351,14,0.198,4.926
78896351,15,0.21,5.519
78896351,16,0.216,5.901
78896351,17,0.211,5.97
78896351,18,0.195,5.797
78896351,19,0.164,5.396
78896351,20,0.131,4.971
78896353,-3,0.469,4.775
78896353,-2,0.297,4.677
78896353,-1,0.137,4.602
78896353,0,0.083,4.783
78896353,1,0.085,4.874
78896353,2,0.089,4.85
78896353,3,0.086,4.553
78896353,4,0.076,4.251
78896353,5,0.069,4.026
78896353,6,0.064,3.783
78896353,7,0.064,3.523
78896353,8,0.071,3.374
78896353,9,0.076,3.261
78896353,10,0.079,3.217
78896353,11,0.077,3.163
78896353,12,0.08,3.244
78896353,13,0.081,3.488
78896353,14,0.08,3.934
78896353,15,0.081,4.607
78896353,16,0.082,5.393
78896353,17,0.084,6.337
78896353,18,0.09,7.659
78896353,19,0.123,9.707
78896353,20,0.372,13.119
78896353,21,1.222,18.238
78896353,22,3.049,24.523
78896353,23,6.001,31.678
78896353,24,9.88,39.071
78896353,25,14.412,46.667
78896353,26,19.499,55.46
78896353,27,25.075,66.597
78896353,28,30.791,79.533
78896353,29,35.886,91.008
78896353,30,39.794,98.485
78896353,31,42.764,101.391
78896353,32,45.672,101.893
78896353,33,48.484,102.238
78896354,-3,0.107,5.16
78896354,-2,0.071,5.009
78896354,-1,0.042,4.966
78896354,0,0.038,5.388
78896354,1,0.057,6.222
78896354,2,0.078,6.677
78896354,3,0.078,6.343
78896354,4,0.064,5.571
78896354,5,0.049,4.895
78896354,6,0.04,4.581
78896354,7,0.03,4.39
78896354,8,0.03,4.098
78896354,9,0.035,3.738
78896354,10,0.044,3.446
78896354,11,0.051,3.268
78896354,12,0.062,3.275
78896354,13,0.075,3.289
78896354,14,0.093,3.332
78896354,15,0.114,3.472
78896355,-3,0.129,7.492
78896355,-2,0.1,6.515
78896355,-1,0.075,5.61
78896355,0,0.068,5.214
78896355,1,0.083,5.484
78896355,2,0.1,5.701
78896355,3,0.106,5.45
78896355,4,0.097,4.71
78896355,5,0.085,3.92
78896355,6,0.074,3.413
78896355,7,0.064,3.113
78896355,8,0.068,2.978
78896355,9,0.08,3.021
78896355,10,0.098,3.21
78896355,11,0.115,3.36
78896355,12,0.131,3.541
78896355,13,0.146,3.574
78896355,14,0.16,3.607
78896355,15,0.177,3.746
78896356,-3,-0.118,-4.099
78896356,-2,-0.136,-3.868
78896356,-1,-0.15,-3.788
78896356,0,-0.162,-3.73
78896356,1,-0.169,-4.401
78896357,-3,0.111,3.844
78896357,-2,0.119,3.683
78896357,-1,0.127,3.484
78896357,0,0.134,3.303
78896357,1,0.126,2.995
78896357,2,0.112,2.475
78896357,3,0.1,1.813
78896357,4,0.094,1.315
78896357,5,0.097,1.109
78896357,6,0.106,1.074
78896357,7,0.116,1.136
78896360,-3,-0.051,1.254
78896360,-2,-0.01,1.518
78896360,-1,0.03,1.665
78896360,0,0.044,1.543
78896360,1,0.041,1.241
78896360,2,0.021,0.625
78896360,3,0.001,0.124
78896360,4,-0.011,-0.265
78896360,5,-0.016,-0.476
78896360,6,-0.01,-0.354
78896360,7,-0.005,-0.07
78896361,-3,-0.028,1.372
78896361,-2,-0.01,1.549
78896361,-1,0.007,1.655
78896361,0,0.012,1.526
78896361,1,0.004,1.25
78896361,2,-0.012,0.773
78896361,3,-0.028,0.275
78896363,-3,0.14,4.271
78896363,-2,0.11,3.978
78896363,-1,0.083,3.686
78896363,0,0.068,3.559
78896363,1,0.072,3.804
78896363,2,0.09,4.295
78896363,3,0.104,4.45
78896363,4,0.104,4.268
78896363,5,0.094,3.737
78896363,6,0.081,3.193
78896363,7,0.07,2.833
78896363,8,0.073,2.616
78896363,9,0.077,2.537
78896363,10,0.078,2.59
78896363,11,0.076,2.631
78896363,12,0.076,2.745
78896363,13,0.076,2.796
78896363,14,0.079,2.887
78896363,15,0.085,3.063
78896363,16,0.09,3.171
78896363,17,0.094,3.224
78896363,18,0.098,3.27
78896363,19,0.095,3.147
78896363,20,0.092,2.947
78896363,21,0.089,2.832
78896366,-3,-0.089,2.457
78896366,-2,-0.078,2.594
78896366,-1,-0.062,2.763
78896366,0,-0.033,2.725
78896366,1,0.005,2.83
78896366,2,0.05,2.993
78896366,3,0.078,2.946
78896369,-3,-0.058,4.381
78896369,-2,-0.084,4.066
78896369,-1,-0.101,3.863
78896369,0,-0.093,3.587
78896369,1,-0.064,3.491
78896369,2,-0.034,3.264
78896369,3,-0.026,2.632
78896369,4,-0.03,2.041
78896369,5,-0.035,1.591
78896369,6,-0.041,1.278
78896369,7,-0.048,1.054
78896369,8,-0.044,0.95
78896369,9,-0.034,0.948
78896369,10,-0.018,1.029
78896369,11,-0.004,1.129
78896369,12,0.01,1.314
78896369,13,0.022,1.461
78896369,14,0.034,1.683
78896369,15,0.047,1.921
78896369,16,0.058,2.129
78896369,17,0.067,2.369
78896371,-3,-0.024,-0.306
78896371,-2,-0.026,-0.155
78896371,-1,-0.028,-0.077
78896371,0,-0.037,-0.191
78896371,1,-0.05,-0.472
78896371,2,-0.061,-0.82
78896371,3,-0.071,-1.27
78896371,4,-0.075,-1.747
78896371,5,-0.075,-2.157
78896371,6,-0.074,-2.543
78896371,7,-0.071,-2.689
78896371,8,-0.06,-2.632
78896371,9,-0.048,-2.469
78896371,10,-0.038,-2.112
78896371,11,-0.033,-1.843
78896371,12,-0.026,-1.544
78896371,13,-0.021,-1.382
78896371,14,-0.016,-1.255
78896371,15,-0.008,-1.105
78896371,16,0.001,-0.95
78896375,-3,0.014,3.224
78896375,-2,0.035,3.595
78896375,-1,0.056,3.866
78896375,0,0.058,3.679
78896375,1,0.043,3.034
78896375,2,0.02,2.213
78896375,3,-0.002,1.474
78896375,4,-0.018,0.934
78896375,5,-0.026,0.521
78896378,-3,-0.069,3.384
78896378,-2,-0.093,2.727
78896378,-1,-0.111,2.089
78896378,0,-0.113,1.635
78896378,1,-0.098,1.439
78896378,2,-0.077,1.288
78896378,3,-0.068,1.028
78896378,4,-0.065,0.797
78896378,5,-0.06,0.674
78896378,6,-0.051,0.761
78896382,-3,0.101,2.459
78896382,-2,0.102,2.3
78896382,-1,0.102,2.152
78896382,0,0.09,2.094
78896382,1,0.068,1.97
78896382,2,0.042,1.788
78896382,3,0.019,1.305
78896382,4,0.003,0.778
78896382,5,-0.004,0.454
78896382,6,-0.007,0.259
78896382,7,-0.006,0.235
78896382,8,0.003,0.396
78896382,9,0.012,0.666
78896382,10,0.019,1.004
78896382,11,0.02,1.221
78896382,12,0.025,1.496
78896382,13,0.034,1.756
78896382,14,0.048,2.067
78896382,15,0.065,2.326
78896382,16,0.078,2.325
78896382,17,0.084,2.202
78896382,18,0.085,2.12
78896383,-3,0.092,-0.638
78896383,-2,0.041,-0.659
78896383,-1,-0.005,-0.752
78896383,0,-0.049,-0.842
78896383,1,-0.084,-0.926
78896383,2,-0.093,-1.235
78896383,3,-0.101,-1.659
78896384,-3,0.02,1.313
78896384,-2,0.037,1.436
78896384,-1,0.053,1.481
78896384,0,0.055,1.447
78896384,1,0.049,1.363
78896384,2,0.034,1.121
78896384,3,0.028,1.016
78896387,-3,0.063,2.898
78896387,-2,0.053,2.785
78896387,-1,0.046,2.505
78896387,0,0.045,1.707
78896387,1,0.057,0.709
78896387,2,0.074,-0.09
78896387,3,0.097,-0.376
78896387,4,0.119,-0.327
78896388,-3,0.031,4.934
78896388,-2,0.026,4.864
78896388,-1,0.023,4.765
78896388,0,0.02,4.616
78896388,1,0.022,4.536
78896388,2,0.034,4.425
78896388,3,0.039,4.161
78896388,4,0.032,3.774
78896388,5,0.023,3.256
78896388,6,0.016,2.865
78896388,7,0.009,2.58
78896388,8,0.014,2.42
78896388,9,0.02,2.367
78896388,10,0.025,2.343
78896388,11,0.025,2.273
78896388,12,0.022,2.204
78896388,13,0.015,2.049
78896388,14,0.007,1.95
78896388,15,0.004,1.948
78896388,16,0.002,1.966
78896388,17,-0.002,2.006
78896388,18,-0.01,2.071
78896388,19,-0.027,2.047
78896388,20,-0.044,1.903
78896388,21,-0.062,1.806
78896388,22,-0.084,1.617
78896388,23,-0.114,1.453
78896388,24,-0.16,1.319
78896388,25,-0.206,1.08
78896388,26,-0.278,0.827
78896388,27,-0.41,0.508
78896388,28,-0.584,0.026
78896388,29,-0.713,-0.415
78896388,30,-0.905,-0.872
78896388,31,-1.2,-1.36
78896388,32,-1.527,-1.935
78896388,33,-2.03,-2.746
78896388,34,-2.335,-3.361
78896388,35,-2.843,-4.023
78896390,-3,0.014,3.447
78896390,-2,-0.024,3.458
78896390,-1,-0.054,3.45
78896390,0,-0.051,3.106
78896390,1,-0.03,2.711
78896390,2,0.001,2.444
78896390,3,0.016,2.085
78896390,4,0.02,1.825
78896390,5,0.031,1.759
78896390,6,0.042,1.809
78896390,7,0.043,1.929
78896390,8,0.044,2.193
78896390,9,0.042,2.45
78896390,10,0.044,2.774
78896390,11,0.047,2.979
78896390,12,0.054,3.184
78896390,13,0.058,3.352
78896390,14,0.061,3.485
78896390,15,0.063,3.567
78896390,16,0.057,3.514
78896390,17,0.048,3.418
78896390,18,0.039,3.348
78896390,19,0.026,3.244
78896397,-3,-0.135,-1.892
78896397,-2,-0.139,-1.821
78896397,-1,-0.14,-1.848
78896397,0,-0.144,-2.11
78896398,-3,0.065,3.646
78896398,-2,0.074,3.184
78896398,-1,0.085,2.716
78896398,0,0.095,2.322
78896398,1,0.101,1.886
78896399,-3,0.278,6.832
78896399,-2,0.248,5.991
78896399,-1,0.221,5.14
78896399,0,0.198,4.344
78896399,1,0.201,4.09
78896399,2,0.206,4.122
78896399,3,0.218,4.386
78896400,-3,0.151,5.274
78896400,-2,0.153,4.691
78896400,-1,0.156,4.082
78896400,0,0.141,3.373
78896400,1,0.12,2.586
78896400,2,0.099,1.931
78896400,3,0.084,1.358
78896400,4,0.08,0.965
78896400,5,0.081,0.835
78896400,6,0.084,0.832
78896400,7,0.088,0.875
78896404,-3,-0.172,-1.518
78896404,-2,-0.18,-1.485
78896404,-1,-0.182,-1.55
78896404,0,-0.16,-1.859
78896404,1,-0.132,-2.532
78896404,2,-0.107,-3.327
78896404,3,-0.084,-3.792
78896404,4,-0.062,-3.937
78896404,5,-0.03,-3.75
78896405,-3,0.271,5.713
78896405,-2,0.242,5.34
78896405,-1,0.214,4.931
78896405,0,0.179,4.574
78896405,1,0.152,4.355
78896405,2,0.13,4.091
78896405,3,0.114,3.644
78896405,4,0.102,3.017
78896405,5,0.092,2.48
78896405,6,0.086,2.155
78896405,7,0.08,1.945
78896405,8,0.08,1.825
78896405,9,0.079,1.76
78896405,10,0.075,1.824
78896405,11,0.068,1.81
78896405,12,0.067,1.858
78896405,13,0.068,1.9
78896405,14,0.07,2.051
78896405,15,0.074,2.294
78896405,16,0.077,2.532
78896405,17,0.081,2.787
78896405,18,0.087,3.062
78896405,19,0.089,3.325
78896408,-3,-0.11,0.031
78896408,-2,-0.104,0.714
78896408,-1,-0.098,1.253
78896408,0,-0.099,1.117
78896408,1,-0.105,0.448
78896408,2,-0.115,-0.442
78896408,3,-0.126,-1.18
78896408,4,-0.135,-1.692
78896408,5,-0.14,-2.099
78896408,6,-0.14,-2.417
78896408,7,-0.141,-2.732
78896413,-3,-0.11,1.376
78896413,-2,-0.1,1.872
78896413,-1,-0.088,2.241
78896413,0,-0.073,1.971
78896413,1,-0.056,1.361
78896417,-3,0.195,9.155
78896417,-2,0.195,8.307
78896417,-1,0.195,7.382
78896417,0,0.183,6.293
78896417,1,0.166,5.314
78896417,2,0.15,4.424
78896417,3,0.139,3.657
78896423,-3,-0.121,-3.176
78896423,-2,-0.123,-3.118
78896423,-1,-0.124,-3.164
78896423,0,-0.133,-3.562
78896423,1,-0.141,-4.048
78896424,-3,-0.044,0.795
78896424,-2,-0.061,0.458
78896424,-1,-0.076,0.038
78896424,0,-0.091,-0.36
78896424,1,-0.103,-0.912
78896424,2,-0.114,-1.491
78896424,3,-0.121,-2
78896424,4,-0.125,-2.324
78896424,5,-0.125,-2.494
78896424,6,-0.122,-2.572
78896424,7,-0.119,-2.586
78896424,8,-0.11,-2.528
78896424,9,-0.103,-2.429
78896424,10,-0.099,-2.3
78896424,11,-0.099,-2.249
78896424,12,-0.097,-2.163
78896424,13,-0.094,-2.123
78896424,14,-0.092,-2.076
78896424,15,-0.089,-2.051
78896424,16,-0.086,-2.091
78896424,17,-0.08,-2.093
78896424,18,-0.067,-1.945
78896424,19,-0.053,-1.786
78896424,20,-0.033,-1.606
78896424,21,-0.005,-1.301
78896424,22,0.029,-1.136
78896424,23,0.07,-1.052
78896424,24,0.1,-0.951
78896424,25,0.133,-0.904
78896424,26,0.153,-0.867
78896424,27,0.139,-0.805
78896424,28,0.112,-0.853
78896424,29,0.148,-0.919
78896424,30,0.152,-1.048
78896424,31,0.094,-1.234
78896424,32,0.018,-1.444
78896424,33,-0.192,-1.774
78896426,-3,0.235,4.189
78896426,-2,0.228,4.149
78896426,-1,0.22,4.039
78896426,0,0.187,3.759
78896426,1,0.15,3.328
78896426,2,0.122,2.869
78896426,3,0.11,2.403
78896426,4,0.105,1.954
78896426,5,0.104,1.671
78896427,-3,0.135,4.425
78896427,-2,0.08,3.635
78896427,-1,0.032,2.867
78896427,0,0.007,2.5
78896427,1,0.011,2.732
78896427,2,0.031,3.153
78896427,3,0.043,3.329
78896427,4,0.04,3.065
78896427,5,0.032,2.59
78896427,6,0.025,2.221
78896427,7,0.019,1.968
78896427,8,0.026,1.786
78896427,9,0.037,1.653
78896427,10,0.048,1.595
78896427,11,0.056,1.543
78896427,12,0.066,1.646
78896427,13,0.079,1.795
78896427,14,0.096,2.074
78896427,15,0.116,2.457
78896427,16,0.134,2.83
78896427,17,0.15,3.23
78896433,-3,0.082,4.36
78896433,-2,0.066,4.378
78896433,-1,0.054,4.366
78896433,0,0.055,4.231
78896433,1,0.07,4.262
78896433,2,0.091,4.298
78896433,3,0.1,4.039
78896433,4,0.093,3.555
78896433,5,0.08,2.953
78896433,6,0.071,2.572
78896433,7,0.065,2.491
78896433,8,0.074,2.576
78896433,9,0.085,2.716
78896433,10,0.095,2.905
78896433,11,0.094,3.044
78896433,12,0.087,3.27
78896433,13,0.078,3.439
78896433,14,0.074,3.6
78896433,15,0.078,3.817
78896433,16,0.083,4.046
78896434,-3,-0.113,-0.391
78896434,-2,-0.124,-0.444
78896434,-1,-0.133,-0.62
78896434,0,-0.134,-1.156
78896434,1,-0.133,-2.018
78896434,2,-0.126,-3.005
78896434,3,-0.115,-3.628
78896435,-3,0.018,2.681
78896435,-2,0.022,2.32
78896435,-1,0.028,1.898
78896435,0,0.027,1.254
78896437,-3,-0.016,1.464
78896437,-2,-0.022,1.356
78896437,-1,-0.025,1.157
78896437,0,-0.027,0.972
78896437,1,-0.012,0.606
78896437,2,0.01,0.257
78896437,3,0.034,0.03
78896437,4,0.06,0.066
78896438,-3,0.082,3.092
78896438,-2,0.048,3.025
78896438,-1,0.017,2.843
78896438,0,-0.014,2.636
78896438,1,-0.032,2.358
78896438,2,-0.034,1.608
78896446,-3,-0.159,-1.168
78896446,-2,-0.19,-1.852
78896446,-1,-0.215,-2.555
78896446,0,-0.209,-3.159
78896447,-3,0.057,2.057
78896447,-2,0.023,1.542
78896447,-1,-0.005,0.939
78896447,0,-0.029,0.339
78896447,1,-0.022,-0.408
78896451,-3,0.259,5.498
78896451,-2,0.285,4.718
78896451,-1,0.306,3.958
78896451,0,0.285,3.474
78896451,1,0.249,3.308
78896451,2,0.206,3.163
78896451,3,0.178,2.826
78896451,4,0.164,2.357
78896451,5,0.156,2.002
78896452,-3,0.103,3.374
78896452,-2,0.109,3.586
78896452,-1,0.118,3.773
78896452,0,0.124,3.95
78896452,1,0.134,4.284
78896452,2,0.15,4.526
78896452,3,0.164,4.596
78896452,4,0.173,4.528
78896452,5,0.184,4.412
78896452,6,0.2,4.378
78896454,-3,0.046,5.623
78896454,-2,0.047,5.114
78896454,-1,0.054,4.678
78896454,0,0.075,4.669
78896454,1,0.116,5.349
78896454,2,0.153,6.104
78896454,3,0.165,6.193
78896454,4,0.153,5.525
78896454,5,0.131,4.539
78896454,6,0.112,3.743
78896454,7,0.096,3.15
78896454,8,0.093,2.785
78896454,9,0.096,2.564
78896454,10,0.102,2.475
78896454,11,0.106,2.368
78896454,12,0.112,2.322
78896454,13,0.12,2.263
78896454,14,0.134,2.267
78896456,-3,-0.076,3.794
78896456,-2,-0.091,3.396
78896456,-1,-0.102,3.004
78896456,0,-0.089,2.494
78896456,1,-0.062,2.051
78896456,2,-0.031,1.673
78896456,3,-0.016,1.243
78896456,4,-0.014,0.909
78896456,5,-0.014,0.666
78896456,6,-0.015,0.485
78896456,7,-0.02,0.356
78896456,8,-0.013,0.354
78896456,9,0,0.476
78896456,10,0.021,0.711
78896456,11,0.04,0.966
78896456,12,0.061,1.319
78896456,13,0.078,1.688
78896456,14,0.093,2.123
78896456,15,0.108,2.543
78896456,16,0.118,2.787
78896456,17,0.124,2.901
78896456,18,0.127,2.983
78896456,19,0.122,2.989
78896456,20,0.113,2.96
78896456,21,0.098,2.957
78896456,22,0.077,2.85
78896456,23,0.054,2.748
78896456,24,0.014,2.646
78896456,25,-0.03,2.426
78896456,26,-0.102,2.144
78896456,27,-0.235,1.837
78896456,28,-0.408,1.373
78896456,29,-0.538,0.915
78896456,30,-0.74,0.344
78896456,31,-1.045,-0.322
78896456,32,-1.381,-0.987
78896456,33,-1.865,-1.77
78896456,34,-2.128,-2.321
78896458,-3,-0.023,2.957
78896458,-2,-0.026,3.153
78896458,-1,-0.026,3.338
78896458,0,-0.022,3.473
78896458,1,-0.019,3.534
78896458,2,-0.016,3.601
78896458,3,-0.022,3.522
78896458,4,-0.03,3.377
78896458,5,-0.038,3.207
78896458,6,-0.046,3.002
78896458,7,-0.055,2.773
78896460,-3,0.179,3.6
78896460,-2,0.18,3.665
78896460,-1,0.183,3.69
78896460,0,0.178,3.636
78896460,1,0.182,3.945
78896460,2,0.187,4.596
78896460,3,0.194,5.118
78896460,4,0.197,5.255
78896460,5,0.19,4.822
78896460,6,0.181,4.218
78896460,7,0.175,3.824
78896460,8,0.184,3.659
78896460,9,0.196,3.601
78896460,10,0.21,3.552
78896460,11,0.221,3.377
78896460,12,0.233,3.224
78896460,13,0.242,3.104
78896460,14,0.247,3.115
78896460,15,0.248,3.274
78896460,16,0.244,3.419
78896461,-3,-0.061,3.184
78896461,-2,-0.07,3.557
78896461,-1,-0.069,4.003
78896461,0,-0.032,4.688
78896461,1,0.018,5.149
78896461,2,0.057,4.992
78896461,3,0.066,4.208
78896461,4,0.059,3.418
78896461,5,0.053,2.828
78896461,6,0.049,2.416
78896461,7,0.048,2.231
78896461,8,0.061,2.342
78896461,9,0.078,2.667
78896461,10,0.094,3.009
78896461,11,0.103,3.155
78896461,12,0.11,3.281
78896461,13,0.118,3.391
78896461,14,0.127,3.567
78896461,15,0.138,3.756
78896461,16,0.142,3.833
78896463,-3,-0.037,1.364
78896463,-2,-0.028,1.721
78896463,-1,-0.018,1.961
78896463,0,-0.014,1.66
78896463,1,-0.017,1.05
78896463,2,-0.022,0.359
78896464,-3,-0.001,3.307
78896464,-2,0.011,3.183
78896464,-1,0.024,3.008
78896464,0,0.023,2.764
78896465,-3,0.089,4.362
78896465,-2,0.079,4.272
78896465,-1,0.072,4.253
78896465,0,0.08,4.576
78896465,1,0.106,5.428
78896465,2,0.142,6.568
78896465,3,0.172,7.297
78896465,4,0.182,7.39
78896465,5,0.176,6.85
78896465,6,0.157,5.956
78896465,7,0.139,5.142
78896465,8,0.136,4.634
78896465,9,0.14,4.359
78896465,10,0.148,4.256
78896465,11,0.15,4.16
78896465,12,0.153,4.095
78896465,13,0.156,3.95
78896465,14,0.162,3.846
78896465,15,0.172,3.815
78896465,16,0.18,3.775
78896465,17,0.183,3.684
78896467,-3,-0.026,1.235
78896467,-2,-0.004,1.659
78896467,-1,0.019,1.97
78896467,0,0.046,2.039
78896467,1,0.08,2.194
78896467,2,0.113,2.429
78896468,-3,0.196,5.119
78896468,-2,0.188,4.945
78896468,-1,0.181,4.684
78896468,0,0.173,4.324
78896468,1,0.18,4.143
78896468,2,0.199,4.135
78896468,3,0.23,4.694
78896475,-3,0.093,5.734
78896475,-2,0.072,5.479
78896475,-1,0.056,5.229
78896475,0,0.063,5.116
78896475,1,0.093,5.456
78896475,2,0.126,5.839
78896475,3,0.142,5.893
78896475,4,0.14,5.443
78896475,5,0.129,4.679
78896475,6,0.12,3.997
78896475,7,0.111,3.463
78896475,8,0.11,3.054
78896475,9,0.113,2.762
78896475,10,0.117,2.598
78896475,11,0.121,2.502
78896475,12,0.133,2.64
78896475,13,0.146,2.782
78896475,14,0.157,2.95
78896475,15,0.168,3.166
78896476,-3,-0.018,0.581
78896476,-2,0.001,0.725
78896476,-1,0.018,0.814
78896476,0,0.018,0.759
78896476,1,0.001,0.501
78896476,2,-0.03,0.047
78896476,3,-0.054,-0.453
78896476,4,-0.07,-0.856
78896476,5,-0.076,-1.087
78896476,6,-0.076,-1.19
78896476,7,-0.076,-1.291
78896477,-3,0.052,1.071
78896477,-2,0.03,1.005
78896477,-1,0.011,0.886
78896477,0,-0.002,0.702
78896480,-3,-0.081,2.776
78896480,-2,-0.087,2.414
78896480,-1,-0.088,2.09
78896480,0,-0.075,2.179
78896480,1,-0.053,2.564
78896480,2,-0.03,2.782
78896480,3,-0.023,2.553
78896480,4,-0.034,2.024
78896480,5,-0.045,1.462
78896480,6,-0.057,1.054
78896480,7,-0.07,0.794
78896480,8,-0.067,0.699
78896480,9,-0.062,0.708
78896480,10,-0.054,0.788
78896480,11,-0.048,0.817
78896480,12,-0.043,0.946
78896480,13,-0.037,1.079
78896480,14,-0.029,1.271
78896480,15,-0.021,1.457
78896480,16,-0.014,1.519
78896480,17,-0.008,1.573
78896480,18,-0.003,1.755
78896480,19,-0.004,2.023
78896481,-3,-0.068,-0.49
78896481,-2,-0.094,-0.366
78896481,-1,-0.118,-0.374
78896481,0,-0.125,-0.961
78896481,1,-0.118,-1.748
78896485,-3,-0.235,-4.14
78896485,-2,-0.215,-3.673
78896485,-1,-0.192,-3.291
78896485,0,-0.173,-3.343
78896485,1,-0.164,-3.874
78896489,-3,-0.052,-0.266
78896489,-2,-0.044,1.14
78896489,-1,-0.035,2.501
78896489,0,-0.012,3.776
78896489,1,0.015,4.728
78896489,2,0.032,5.009
78896489,3,0.035,4.867
78896489,4,0.023,4.523
78896489,5,0.004,4.116
78896489,6,-0.012,3.775
78896489,7,-0.024,3.472
78896489,8,-0.026,3.271
78896489,9,-0.023,3.156
78896489,10,-0.019,3.11
78896489,11,-0.02,3.031
78896489,12,-0.015,3.037
78896489,13,-0.012,2.987
78896489,14,-0.007,2.962
78896489,15,0,2.95
78896489,16,0.002,2.875
78896494,-3,-0.005,1.568
78896494,-2,0.005,1.705
78896494,-1,0.016,1.773
78896494,0,0.021,1.625
78896494,1,0.019,1.202
78896497,-3,0.047,2.41
78896497,-2,0.062,3.03
78896497,-1,0.078,3.581
78896497,0,0.093,4.117
78896497,1,0.108,4.599
78896497,2,0.121,5.05
78896497,3,0.121,5.114
78896497,4,0.109,4.775
78896497,5,0.094,4.311
78896497,6,0.081,3.803
78896497,7,0.07,3.399
78896497,8,0.068,3.107
78896497,9,0.067,2.87
78896497,10,0.063,2.645
78896497,11,0.056,2.354
78896497,12,0.054,2.126
78896497,13,0.052,1.919
78896497,14,0.053,1.8
78896497,15,0.056,1.709
78896497,16,0.055,1.63
78896497,17,0.053,1.593
78896497,18,0.052,1.659
78896497,19,0.046,1.66
78896497,20,0.041,1.622
78896497,21,0.036,1.676
78896497,22,0.028,1.611
78896497,23,0.014,1.531
78896497,24,-0.02,1.47
78896497,25,-0.058,1.349
78896497,26,-0.121,1.214
78896497,27,-0.244,1.014
78896497,28,-0.41,0.62
78896497,29,-0.547,0.199
78896497,30,-0.747,-0.311
78896497,31,-1.028,-0.883
78896497,32,-1.341,-1.431
78896497,33,-1.809,-2.097
78896497,34,-2.079,-2.551
78896497,35,-2.6,-3.145
78896497,36,-3.159,-3.944
78896497,37,-3.812,-4.652
78896497,38,-4.237,-5.197
78896497,39,-4.524,-5.642
78896497,40,-4.86,-6.063
78896497,41,-5.42,-6.588
78896497,42,-5.735,-6.854
78896497,43,-6.266,-7.353
78896497,44,-6.522,-7.681
78896497,45,-6.804,-7.717
78896497,46,-6.95,-7.629
78896497,47,-7.286,-7.86
78896497,48,-7.13,-7.638
78896497,49,-7.101,-7.287
78896497,50,-6.74,-6.661
78896497,51,-6.609,-6.251
78896497,52,-6.222,-5.629
78896497,53,-5.894,-4.928
78896497,54,-5.48,-4.385
78896497,55,-5.154,-3.886
78896497,56,-4.808,-3.549
78896497,57,-4.414,-3.121
78896497,58,-4.005,-2.818
78896497,59,-3.704,-2.7
78896498,-3,0.482,-0.699
78896498,-2,0.298,-0.394
78896498,-1,0.13,-0.154
78896498,0,-0.032,0.095
78896498,1,-0.066,0.173
78896498,2,-0.062,0.03
78896498,3,-0.069,-0.336
78896498,4,-0.084,-0.764
78896498,5,-0.099,-1.119
78896498,6,-0.106,-1.345
78896498,7,-0.108,-1.462
78896498,8,-0.103,-1.445
78896498,9,-0.096,-1.282
78896498,10,-0.091,-0.945
78896498,11,-0.088,-0.467
78896498,12,-0.042,0.416
78896498,13,0.167,1.782
78896498,14,0.733,3.803
78896498,15,1.871,6.705
78896498,16,3.812,10.776
78896498,17,6.674,15.902
78896498,18,10.42,21.775
