cellID,flframe,cfp,yfp
78894697,-3,-0.17,-0.109
78894697,-2,-0.18,-0.142
78894697,-1,-0.185,-0.203
78894697,0,-0.164,-0.22
78894697,1,-0.134,-0.384
78894697,2,-0.1,-0.736
78894708,-3,-0.152,-2.408
78894708,-2,-0.155,-2.037
78894708,-1,-0.155,-1.74
78894708,0,-0.146,-1.544
78894708,1,-0.134,-1.479
78894708,2,-0.123,-1.578
78894708,3,-0.117,-1.717
78894708,4,-0.114,-1.861
78894708,5,-0.108,-1.996
78894708,6,-0.103,-2.022
78894713,-3,0.028,0.586
78894713,-2,0.007,0.397
78894713,-1,-0.011,0.1
78894713,0,-0.03,-0.558
78894713,1,-0.046,-1.333
78894713,2,-0.049,-1.97
78894713,3,-0.051,-2.298
78894715,-3,-0.038,-3.256
78894715,-2,-0.083,-3.272
78894715,-1,-0.123,-3.355
78894715,0,-0.159,-3.582
78894719,-3,-0.042,-0.256
78894719,-2,-0.044,-0.206
78894719,-1,-0.044,-0.26
78894719,0,-0.052,-0.614
78894719,1,-0.063,-1.123
78894719,2,-0.072,-1.578
78894719,3,-0.076,-1.79
78894719,4,-0.072,-1.712
78894721,-3,-0.165,0.074
78894721,-2,-0.162,0.152
78894721,-1,-0.155,0.202
78894721,0,-0.136,0.09
78894721,1,-0.117,-0.361
78894721,2,-0.099,-0.961
78894734,-3,-0.22,-2
78894734,-2,-0.23,-1.417
78894734,-1,-0.234,-0.859
78894734,0,-0.216,-0.365
78894734,1,-0.188,0.024
78894734,2,-0.157,0.123
78894734,3,-0.142,-0.093
78894734,4,-0.139,-0.451
78894734,5,-0.135,-0.76
78894734,6,-0.134,-0.882
78894734,7,-0.133,-0.754
78894734,8,-0.116,-0.33
78894734,9,-0.098,0.2
78894734,10,-0.077,0.724
78894737,-3,-0.045,0.286
78894737,-2,-0.051,0.369
78894737,-1,-0.055,0.364
78894737,0,-0.058,0.111
78894737,1,-0.058,-0.342
78894751,-3,-0.301,-3.654
78894751,-2,-0.298,-3.125
78894751,-1,-0.291,-2.653
78894751,0,-0.275,-2.366
78894751,1,-0.256,-2.266
78894751,2,-0.233,-2.392
78894751,3,-0.223,-2.631
78894751,4,-0.219,-2.84
78894751,5,-0.217,-3.048
78894751,6,-0.217,-3.193
78894751,7,-0.215,-3.241
78894751,8,-0.199,-3.098
78894751,9,-0.179,-2.871
78894751,10,-0.158,-2.593
78894751,11,-0.144,-2.38
78894751,12,-0.131,-2.129
78894751,13,-0.12,-1.895
78894751,14,-0.111,-1.615
78894751,15,-0.101,-1.352
78894751,16,-0.092,-1.182
78894751,17,-0.083,-1.047
78894751,18,-0.072,-0.886
78894752,-3,-0.159,-0.967
78894752,-2,-0.178,-0.622
78894752,-1,-0.194,-0.304
78894752,0,-0.199,0.013
78894752,1,-0.196,0.351
78894752,2,-0.19,0.451
78894755,-3,-0.156,-2.754
78894755,-2,-0.13,-2.417
78894755,-1,-0.104,-2.107
78894755,0,-0.083,-1.684
78894755,1,-0.076,-1.426
78894758,-3,-0.319,-4.982
78894758,-2,-0.317,-4.812
78894758,-1,-0.312,-4.723
78894758,0,-0.294,-4.794
78894758,1,-0.275,-5.015
78894758,2,-0.261,-5.305
78894758,3,-0.256,-5.448
78894763,-3,-0.172,-0.439
78894763,-2,-0.192,-0.226
78894763,-1,-0.208,-0.095
78894763,0,-0.21,-0.339
78894763,1,-0.204,-0.891
78894763,2,-0.19,-1.486
78894763,3,-0.182,-2.016
78894770,-3,-0.235,-1.788
78894770,-2,-0.231,-1.37
78894770,-1,-0.222,-1.044
78894770,0,-0.192,-0.933
78894770,1,-0.149,-0.975
78894770,2,-0.1,-1.162
78894770,3,-0.064,-1.311
78894770,4,-0.04,-1.432
78894777,-3,-0.182,-3.258
78894777,-2,-0.19,-3.077
78894777,-1,-0.194,-2.928
78894777,0,-0.179,-2.588
78894777,1,-0.148,-1.968
78894777,2,-0.112,-1.306
78894777,3,-0.085,-0.858
78894777,4,-0.071,-0.781
78894783,-3,-0.053,-1.783
78894783,-2,-0.053,-1.922
78894783,-1,-0.054,-2.145
78894783,0,-0.062,-2.432
78894783,1,-0.075,-2.798
78894783,2,-0.087,-3.122
78894783,3,-0.09,-3.244
78894783,4,-0.089,-3.198
78894783,5,-0.086,-3.082
78894783,6,-0.085,-2.929
78894786,-3,-0.124,-0.27
78894786,-2,-0.11,0.304
78894786,-1,-0.091,0.805
78894786,0,-0.063,0.94
78894789,-3,-0.11,-0.114
78894789,-2,-0.099,0.156
78894789,-1,-0.085,0.343
78894789,0,-0.072,0.434
78894789,1,-0.058,0.439
78894789,2,-0.049,0.109
78894795,-3,-0.233,-2.634
78894795,-2,-0.172,-3.14
78894795,-1,-0.029,-1.39
78894801,-3,-0.145,-3.987
78894801,-2,-0.151,-3.745
78894801,-1,-0.155,-3.551
78894801,0,-0.148,-3.3
78894801,1,-0.127,-2.874
78894801,2,-0.095,-2.415
78894801,3,-0.064,-1.944
78894801,4,-0.037,-1.482
78894801,5,-0.013,-1.127
78894802,-3,0.067,1.725
78894802,-2,0.08,1.35
78894802,-1,0.093,0.927
78894802,0,0.104,0.495
78894802,1,0.104,-0.025
78894802,2,0.1,-0.502
78894802,3,0.104,-0.779
78894802,4,0.121,-0.61
78894802,5,0.146,-0.138
78894809,-3,-0.123,-0.016
78894809,-2,-0.093,0.346
78894809,-1,-0.059,0.651
78894809,0,-0.024,0.989
78894809,1,0.017,1.178
78894809,2,0.063,1.305
78894809,3,0.107,1.54
78894811,-3,-0.277,-3.846
78894811,-2,-0.299,-3.974
78894811,-1,-0.316,-4.208
78894811,0,-0.301,-4.64
78894811,1,-0.261,-5.197
78894811,2,-0.201,-5.76
78894812,-3,-0.123,0.667
78894812,-2,-0.138,0.935
78894812,-1,-0.149,1.162
78894812,0,-0.14,1.369
78894812,1,-0.116,1.562
78894812,2,-0.085,1.6
78894812,3,-0.07,1.343
78894812,4,-0.072,0.847
78894812,5,-0.077,0.364
78894812,6,-0.084,0.033
78894812,7,-0.09,-0.124
78894812,8,-0.084,-0.116
78894812,9,-0.076,-0.045
78894812,10,-0.064,0.12
78894812,11,-0.056,0.244
78894812,12,-0.045,0.453
78894812,13,-0.031,0.666
78894812,14,-0.016,0.889
78894812,15,0,1.068
78894812,16,0.012,1.171
78894812,17,0.023,1.289
78894813,-3,-0.157,0.7
78894813,-2,-0.193,0.644
78894813,-1,-0.219,0.604
78894813,0,-0.211,0.194
78894813,1,-0.18,-0.218
78894813,2,-0.144,-0.71
78894813,3,-0.126,-1.184
78894813,4,-0.121,-1.341
78894813,5,-0.117,-1.343
78894813,6,-0.12,-1.305
78894816,-3,-0.061,1.562
78894816,-2,-0.062,2.061
78894816,-1,-0.059,2.474
78894816,0,-0.04,2.592
78894816,1,-0.005,2.852
78894816,2,0.048,3.122
78894818,-3,-0.186,0.294
78894818,-2,-0.18,0.271
78894818,-1,-0.171,0.202
78894818,0,-0.157,0.172
78894818,1,-0.124,0.326
78894818,2,-0.084,0.502
78894818,3,-0.058,0.524
78894818,4,-0.048,0.329
78894818,5,-0.046,-0.097
78894820,-3,-0.16,-1.063
78894820,-2,-0.146,-0.694
78894820,-1,-0.129,-0.423
78894820,0,-0.1,-0.43
78894820,1,-0.062,-0.726
78894820,2,-0.015,-0.945
78894823,-3,-0.03,-0.48
78894823,-2,-0.015,-0.026
78894823,-1,0.004,0.395
78894823,0,0.026,0.877
78894823,1,0.062,1.448
78894823,2,0.104,1.86
78894823,3,0.138,2.209
78894826,-3,-0.169,-0.386
78894826,-2,-0.173,0.246
78894826,-1,-0.173,0.818
78894826,0,-0.16,0.983
78894826,1,-0.143,0.751
78894826,2,-0.128,0.208
78894826,3,-0.126,-0.437
78894826,4,-0.131,-0.913
78894853,-3,-0.129,2.829
78894853,-2,-0.12,2.33
78894853,-1,-0.108,1.761
78894853,0,-0.095,1.217
78894853,1,-0.079,0.571
78894853,2,-0.059,-0.095
78894854,-3,-0.197,-1.572
78894854,-2,-0.17,-0.524
78894854,-1,-0.139,0.425
78894854,0,-0.104,0.91
78894854,1,-0.068,1.122
78894854,2,-0.026,1.151
78894854,3,0.006,1.102
78894854,4,0.028,1.021
78894863,-3,-0.118,-0.671
78894863,-2,-0.108,-0.751
78894863,-1,-0.096,-0.9
78894863,0,-0.088,-1.158
78894863,1,-0.081,-1.425
78894870,-3,-0.19,-1.783
78894870,-2,-0.182,-0.411
78894870,-1,-0.171,0.803
78894870,0,-0.134,1.716
78894870,1,-0.09,1.816
78894870,2,-0.036,1.418
78894870,3,0.009,1.163
78894878,-3,-0.208,-4.59
78894878,-2,-0.183,-3.845
78894878,-1,-0.157,-3.164
78894878,0,-0.137,-2.71
78894882,-3,-0.173,-1.041
78894882,-2,-0.152,-0.385
78894882,-1,-0.126,0.199
78894882,0,-0.101,0.766
78894882,1,-0.07,1.097
78894882,2,-0.036,1.133
78894883,-3,-0.202,-3.312
78894883,-2,-0.186,-3.115
78894883,-1,-0.171,-3.011
78894883,0,-0.159,-3.02
78894883,1,-0.148,-2.951
78894883,2,-0.139,-2.896
78894883,3,-0.131,-2.86
78894883,4,-0.125,-3.014
78894883,5,-0.118,-3.247
78894883,6,-0.108,-3.28
78894884,-3,-0.111,-2.034
78894884,-2,-0.11,-1.471
78894884,-1,-0.107,-0.981
78894884,0,-0.105,-0.712
78894884,1,-0.098,-0.498
78894884,2,-0.088,-0.575
78894884,3,-0.076,-0.708
78894884,4,-0.064,-0.907
78894884,5,-0.056,-1.156
78894884,6,-0.05,-1.267
78894887,-3,-0.162,-3.667
78894887,-2,-0.198,-4.23
78894887,-1,-0.232,-4.842
78894887,0,-0.26,-5.507
78894887,1,-0.278,-6.149
78894887,2,-0.286,-6.655
78894887,3,-0.287,-6.92
78894887,4,-0.284,-6.963
78894896,-3,-0.082,-0.244
78894896,-2,-0.102,-0.792
78894896,-1,-0.119,-1.367
78894896,0,-0.13,-1.964
78894896,1,-0.133,-2.468
78894896,2,-0.126,-2.875
78894896,3,-0.119,-3.15
78894896,4,-0.112,-3.246
78894896,5,-0.103,-3.193
78894901,-3,-0.199,-2.813
78894901,-2,-0.195,-2.109
78894901,-1,-0.187,-1.465
78894901,0,-0.167,-0.904
78894902,-3,-0.047,1.772
78894902,-2,-0.09,1.886
78894902,-1,-0.124,1.981
78894902,0,-0.12,2.202
78894902,1,-0.09,2.378
78894902,2,-0.041,2.351
78894903,-3,-0.145,-2.692
78894903,-2,-0.143,-2.672
78894903,-1,-0.14,-2.707
78894903,0,-0.136,-2.749
78894903,1,-0.133,-2.887
78894903,2,-0.131,-3.091
78894903,3,-0.13,-3.299
78894903,4,-0.132,-3.48
78894903,5,-0.133,-3.574
78894903,6,-0.134,-3.579
78894907,-3,-0.033,3.875
78894907,-2,-0.081,3.358
78894907,-1,-0.125,2.76
78894907,0,-0.152,1.781
78894907,1,-0.161,0.776
78894907,2,-0.148,-0.043
78894907,3,-0.138,-0.544
78894907,4,-0.136,-0.773
78894907,5,-0.135,-0.905
78894907,6,-0.136,-0.99
78894907,7,-0.141,-1.024
78894907,8,-0.135,-0.954
78894907,9,-0.127,-0.838
78894907,10,-0.118,-0.676
78894907,11,-0.115,-0.581
78894907,12,-0.113,-0.449
78894907,13,-0.112,-0.36
78894907,14,-0.109,-0.258
78894907,15,-0.102,-0.128
78894907,16,-0.098,-0.037
78894910,-3,-0.128,-1.016
78894910,-2,-0.129,-0.703
78894910,-1,-0.127,-0.451
78894910,0,-0.122,-0.438
78894910,1,-0.114,-0.61
78894910,2,-0.104,-0.952
78894910,3,-0.098,-1.334
78894910,4,-0.093,-1.579
78894910,5,-0.085,-1.683
78894910,6,-0.078,-1.634
78894910,7,-0.073,-1.516
78894910,8,-0.057,-1.272
78894913,-3,-0.161,-4.028
78894913,-2,-0.172,-4.03
78894913,-1,-0.181,-4.106
78894917,-3,-0.088,-0.532
78894917,-2,-0.084,-0.601
78894917,-1,-0.077,-0.728
78894917,0,-0.071,-0.87
78894917,1,-0.057,-1.115
78894917,2,-0.041,-1.483
78894917,3,-0.026,-1.815
78894917,4,-0.013,-2.059
78894917,5,0,-2.152
78894917,6,0.008,-1.998
78894918,-3,-0.146,-0.116
78894918,-2,-0.132,0.625
78894918,-1,-0.118,1.216
78894918,0,-0.106,1.094
78894918,1,-0.098,0.43
78894918,2,-0.085,-0.323
78894918,3,-0.071,-0.893
78894918,4,-0.059,-1.228
78894918,5,-0.046,-1.393
78894918,6,-0.038,-1.438
78894928,-3,-0.131,-3.642
78894928,-2,-0.164,-3.914
78894928,-1,-0.194,-4.288
78894928,0,-0.214,-4.875
78894928,1,-0.227,-5.643
78894928,2,-0.234,-6.337
78894930,-3,-0.14,-3.398
78894930,-2,-0.137,-3.647
78894930,-1,-0.135,-3.966
78894930,0,-0.136,-4.466
78894933,-3,-0.237,-4.127
78894933,-2,-0.229,-3.979
78894933,-1,-0.22,-3.902
78894933,0,-0.205,-3.866
78894935,-3,-0.026,0.337
78894935,-2,0.008,0.502
78894935,-1,0.042,0.605
78894935,0,0.072,0.694
78894935,1,0.071,0.421
78894940,-3,-0.155,-0.799
78894940,-2,-0.156,-0.546
78894940,-1,-0.154,-0.375
78894940,0,-0.15,-0.221
78894940,1,-0.132,-0.27
78894940,2,-0.1,-0.306
78894940,3,-0.069,-0.251
78894940,4,-0.038,-0.076
78894940,5,-0.005,0.099
78894940,6,0.023,0.363
78894942,-3,-0.184,-1.622
78894942,-2,-0.166,-0.764
78894942,-1,-0.146,-0.025
78894942,0,-0.128,0.125
78894942,1,-0.111,-0.005
78894942,2,-0.078,-0.047
78894942,3,-0.046,0.124
78894942,4,-0.013,0.484
78894945,-3,-0.131,0.722
78894945,-2,-0.102,1.427
78894945,-1,-0.075,2.037
78894945,0,-0.054,2.285
78894945,1,-0.052,1.899
78894945,2,-0.058,1.172
78894945,3,-0.068,0.282
78894945,4,-0.081,-0.485
78894949,-3,-0.204,-3.134
78894949,-2,-0.195,-2.852
78894949,-1,-0.183,-2.603
78894953,-3,-0.085,-1.499
78894953,-2,-0.096,-1.492
78894953,-1,-0.104,-1.56
78894953,0,-0.107,-1.778
78894954,-3,-0.001,-0.072
78894954,-2,-0.036,-0.387
78894954,-1,-0.068,-0.77
78894954,0,-0.093,-1.323
78894954,1,-0.103,-1.869
78894954,2,-0.099,-2.359
78894954,3,-0.091,-2.632
78894954,4,-0.083,-2.699
78894962,-3,-0.054,2.697
78894962,-2,-0.088,2.237
78894962,-1,-0.116,1.741
78894962,0,-0.119,1.099
78894962,1,-0.106,0.473
78894962,2,-0.088,-0.041
78894962,3,-0.081,-0.48
78894962,4,-0.084,-0.736
78894962,5,-0.086,-0.858
78894962,6,-0.092,-0.919
78894962,7,-0.098,-0.936
78894962,8,-0.089,-0.843
78894962,9,-0.077,-0.828
78894962,10,-0.061,-0.802
78894962,11,-0.047,-0.633
78894962,12,-0.034,-0.291
78894962,13,-0.017,0.197
78894962,14,-0.001,0.536
78894962,15,0.008,0.523
78894962,16,0.006,0.081
78894962,17,0.002,-0.358
78894964,-3,-0.005,3.556
78894964,-2,0.004,3.17
78894964,-1,0.012,2.748
78894964,0,0.016,2.299
78894964,1,0.001,1.633
78894966,-3,-0.104,0.12
78894966,-2,-0.104,0.557
78894966,-1,-0.105,0.93
78894966,0,-0.089,1.401
78894966,1,-0.062,1.984
78894966,2,-0.014,2.581
78894966,3,0.027,3.019
78894966,4,0.044,3.023
78894974,-3,-0.135,-2.082
78894974,-2,-0.122,-2.129
78894974,-1,-0.111,-2.252
78894974,0,-0.112,-2.488
78894974,1,-0.121,-2.842
78894974,2,-0.125,-3.319
78894974,3,-0.126,-3.593
78894974,4,-0.126,-3.604
78894974,5,-0.121,-3.496
78894974,6,-0.117,-3.324
78894974,7,-0.119,-3.169
78894977,-3,-0.305,-6.705
78894977,-2,-0.298,-6.288
78894977,-1,-0.285,-5.91
78894978,-3,-0.105,0.654
78894978,-2,-0.114,0.656
78894978,-1,-0.118,0.601
78894978,0,-0.11,0.519
78894978,1,-0.09,0.562
78894978,2,-0.06,0.687
78894978,3,-0.043,0.68
78894978,4,-0.041,0.386
78894978,5,-0.041,-0.023
78894978,6,-0.043,-0.343
78894978,7,-0.044,-0.462
78894978,8,-0.028,-0.271
78894978,9,-0.007,0.138
78894978,10,0.009,0.608
78894978,11,0.013,0.896
78894978,12,0.011,1.069
78894978,13,0.012,1.13
78894978,14,0.019,1.252
78894978,15,0.028,1.461
78894978,16,0.033,1.623
78894981,-3,-0.022,2.492
78894981,-2,-0.016,1.993
78894981,-1,-0.006,1.469
78894981,0,0.004,0.965
78894981,1,0.019,0.532
78894981,2,0.041,0.247
78894981,3,0.062,0.014
78894981,4,0.081,-0.048
78894981,5,0.101,0.118
78894981,6,0.122,0.43
78894989,-3,-0.067,-0.398
78894989,-2,-0.057,-0.214
78894989,-1,-0.047,-0.111
78894989,0,-0.042,-0.027
78894989,1,-0.055,-0.178
78894989,2,-0.063,-0.423
78894989,3,-0.066,-0.644
78894989,4,-0.066,-0.819
78894996,-3,-0.095,0.181
78894996,-2,-0.078,0.293
78894996,-1,-0.059,0.369
78894996,0,-0.044,0.562
78894996,1,-0.032,0.645
78894996,2,-0.022,0.595
78895007,-3,-0.194,-1.284
78895007,-2,-0.162,-0.445
78895007,-1,-0.128,0.299
78895007,0,-0.093,1.018
78895007,1,-0.073,1.045
78895012,-3,-0.124,1.062
78895012,-2,-0.13,1.571
78895012,-1,-0.128,2.018
78895012,0,-0.104,2.135
78895012,1,-0.066,1.875
78895012,2,-0.024,1.333
78895012,3,0.001,0.775
78895022,-3,-0.09,0.934
78895022,-2,-0.098,2.079
78895022,-1,-0.101,3.037
78895022,0,-0.106,3.983
78895022,1,-0.092,3.963
78895022,2,-0.064,3.416
78895022,3,-0.05,2.771
78895022,4,-0.054,1.982
78895022,5,-0.063,1.231
78895022,6,-0.072,0.798
78895022,7,-0.08,0.597
78895022,8,-0.076,0.631
78895022,9,-0.072,0.744
78895022,10,-0.067,0.989
78895022,11,-0.069,1.204
78895022,12,-0.069,1.437
78895022,13,-0.07,1.555
78895022,14,-0.07,1.605
78895022,15,-0.07,1.656
78895025,-3,0.033,0.536
78895025,-2,0.061,0.859
78895025,-1,0.084,1.103
78895025,0,0.082,1.133
78895025,1,0.06,0.824
78895025,2,0.029,0.408
78895028,-3,-0.231,-6.74
78895028,-2,-0.284,-6.537
78895028,-1,-0.328,-6.48
78895028,0,-0.359,-6.43
78895028,1,-0.341,-6.98
78895028,2,-0.319,-7.541
78895042,-3,0.016,3.406
78895042,-2,-0.005,2.698
78895042,-1,-0.023,1.926
78895042,0,-0.023,1.177
78895042,1,-0.003,0.729
78895042,2,0.019,0.402
78895042,3,0.039,0.249
78895042,4,0.057,0.131
78895044,-3,-0.12,2.04
78895044,-2,-0.128,2.04
78895044,-1,-0.13,2.033
78895044,0,-0.097,2.182
78895044,1,-0.046,2.365
78895044,2,0.013,2.446
78895044,3,0.055,2.424
78895044,4,0.083,2.498
78895044,5,0.113,2.706
78895046,-3,-0.072,-0.899
78895046,-2,-0.099,-1.22
78895046,-1,-0.124,-1.597
78895046,0,-0.132,-1.866
78895053,-3,-0.098,3.995
78895053,-2,-0.112,3.602
78895053,-1,-0.12,3.188
78895053,0,-0.098,2.622
78895053,1,-0.053,2.174
78895053,2,0.007,1.753
78895053,3,0.058,1.338
78895053,4,0.095,1.041
78895053,5,0.127,0.996
78895053,6,0.147,1.211
78895054,-3,-0.063,2.635
78895054,-2,-0.07,2.416
78895054,-1,-0.069,2.16
78895054,0,-0.064,1.925
78895054,1,-0.021,1.589
78895054,2,0.047,1.496
78895054,3,0.102,1.532
78895057,-3,-0.073,-1.904
78895057,-2,-0.085,-1.595
78895057,-1,-0.095,-1.362
78895057,0,-0.106,-1.335
78895057,1,-0.116,-1.531
78895057,2,-0.124,-1.758
78895057,3,-0.132,-2.057
78895057,4,-0.14,-2.403
78895057,5,-0.145,-2.678
78895057,6,-0.15,-2.896
78895057,7,-0.154,-2.918
78895057,8,-0.148,-2.817
78895057,9,-0.14,-2.751
78895057,10,-0.133,-2.693
78895057,11,-0.133,-2.776
78895057,12,-0.134,-2.756
78895057,13,-0.137,-2.776
78895057,14,-0.139,-2.686
78895057,15,-0.14,-2.47
78895057,16,-0.142,-2.246
78895057,17,-0.145,-2.003
78895057,18,-0.147,-1.752
78895057,19,-0.153,-1.548
78895057,20,-0.159,-1.389
78895057,21,-0.167,-1.17
78895057,22,-0.178,-1.158
78895057,23,-0.196,-1.192
78895057,24,-0.223,-1.296
78895057,25,-0.242,-1.595
78895063,-3,-0.049,-0.676
78895063,-2,-0.036,-0.616
78895064,-3,-0.146,-2.896
78895064,-2,-0.146,-2.831
78895064,-1,-0.145,-2.831
78895064,0,-0.143,-3.016
78895064,1,-0.141,-3.315
78895064,2,-0.141,-3.895
78895064,3,-0.139,-4.446
78895064,4,-0.13,-4.582
78895064,5,-0.119,-4.54
78895065,-3,0.02,-1.596
78895065,-2,0.027,-1.571
78895065,-1,0.035,-1.607
78895065,0,0.024,-1.811
78895066,-3,-0.089,0.317
78895066,-2,-0.082,0.739
78895066,-1,-0.073,1.067
78895066,0,-0.064,1.391
78895066,1,-0.053,1.394
78895066,2,-0.038,1.028
78895066,3,-0.029,0.587
78895066,4,-0.031,0.064
78895066,5,-0.036,-0.507
78895066,6,-0.044,-0.897
78895066,7,-0.054,-1.108
78895066,8,-0.051,-1.115
78895066,9,-0.044,-0.991
78895066,10,-0.036,-0.913
78895066,11,-0.034,-0.956
78895066,12,-0.033,-0.948
78895066,13,-0.03,-0.921
78895066,14,-0.025,-0.757
78895066,15,-0.018,-0.523
78895066,16,-0.015,-0.37
78895066,17,-0.013,-0.075
78895066,18,-0.01,0.296
78895067,-3,-0.086,0.882
78895067,-2,-0.102,1.455
78895067,-1,-0.11,1.918
78895067,0,-0.101,1.951
78895067,1,-0.077,1.524
78895067,2,-0.038,1.002
78895067,3,-0.008,0.66
78895067,4,0.012,0.708
78895067,5,0.032,1.031
78895067,6,0.043,1.375
78895067,7,0.046,1.671
78895069,-3,-0.27,-5.499
78895069,-2,-0.274,-4.997
78895069,-1,-0.275,-4.619
78895069,0,-0.268,-4.545
78895069,1,-0.258,-4.776
78895069,2,-0.248,-5.197
78895069,3,-0.243,-5.483
78895071,-3,-0.171,1.883
78895071,-2,-0.183,1.407
78895071,-1,-0.189,0.91
78895071,0,-0.193,0.458
78895071,1,-0.189,-0.015
78895071,2,-0.171,-0.4
78895071,3,-0.148,-0.703
78895071,4,-0.137,-0.944
78895082,-3,-0.03,-0.519
78895082,-2,-0.026,-0.699
78895082,-1,-0.019,-0.952
78895082,0,-0.012,-1.217
78895082,1,-0.002,-1.674
78895082,2,0.01,-2.13
78895082,3,0.022,-2.408
78895082,4,0.035,-2.405
78895087,-3,0.104,1.217
78895087,-2,0.068,0.863
78895087,-1,0.035,0.488
78895087,0,0.009,0.235
78895087,1,-0.005,-0.052
78895087,2,-0.006,-0.397
78895087,3,-0.004,-0.868
78895087,4,-0.005,-1.311
78895087,5,-0.003,-1.529
78895096,-3,-0.035,0.452
78895096,-2,-0.041,0.439
78895096,-1,-0.044,0.368
78895096,0,-0.044,0.149
78895097,-3,-0.023,3.077
78895097,-2,-0.027,2.362
78895097,-1,-0.028,1.639
78895097,0,-0.026,0.967
78895097,1,-0.017,0.477
78895097,2,-0.003,0.098
78895097,3,0.012,-0.216
78895097,4,0.024,-0.426
78895100,-3,-0.139,-0.508
78895100,-2,-0.145,-0.502
78895100,-1,-0.148,-0.601
78895100,0,-0.134,-0.87
78895100,1,-0.099,-1.192
78895100,2,-0.054,-1.681
78895100,3,-0.008,-1.822
78895121,-3,-0.049,1.753
78895121,-2,-0.043,1.745
78895121,-1,-0.036,1.707
78895121,0,-0.031,1.681
78895121,1,-0.032,1.607
78895121,2,-0.03,1.519
78895121,3,-0.029,1.348
78895121,4,-0.029,1.194
78895121,5,-0.032,1.051
78895121,6,-0.036,1.003
78895121,7,-0.024,1.296
78895121,8,0.025,2.094
78895124,-3,-0.19,-4.737
78895124,-2,-0.206,-4.549
78895124,-1,-0.218,-4.468
78895124,0,-0.216,-4.589
78895124,1,-0.206,-4.884
78895124,2,-0.193,-5.271
78895125,-3,-0.043,0.751
78895125,-2,-0.057,0.673
78895125,-1,-0.067,0.456
78895125,0,-0.059,-0.184
78895125,1,-0.034,-1.051
78895125,2,0.009,-1.956
78895125,3,0.052,-2.426
78895125,4,0.088,-2.433
78895129,-3,0.007,2.384
78895129,-2,-0.002,1.907
78895129,-1,-0.012,1.334
78895129,0,-0.026,0.53
78895129,1,-0.039,-0.337
78895129,2,-0.041,-1.077
78895129,3,-0.038,-1.64
78895129,4,-0.035,-2.114
78895129,5,-0.028,-2.367
78895135,-3,-0.108,1.757
78895135,-2,-0.085,1.703
78895135,-1,-0.058,1.58
78895135,0,-0.03,1.476
78895135,1,0.007,1.302
78895135,2,0.054,1.203
78895135,3,0.106,1.215
78895136,-3,-0.017,4.499
78895136,-2,-0.008,3.648
78895136,-1,0.002,2.786
78895136,0,0.013,1.975
78895136,1,0.023,1.284
78895136,2,0.03,0.628
78895136,3,0.033,0.012
78895153,-3,-0.259,-4.48
78895153,-2,-0.266,-4.298
78895153,-1,-0.273,-4.25
78895153,0,-0.274,-4.646
78895153,1,-0.268,-5.309
78895153,2,-0.247,-6.024
78895153,3,-0.221,-6.442
78895153,4,-0.198,-6.571
78895161,-3,0.014,3.328
78895161,-2,-0.066,2.242
78895161,-1,-0.134,1.337
78895161,0,-0.148,1.093
78895161,1,-0.122,1.336
78895161,2,-0.083,1.442
78895161,3,-0.069,1.021
78895161,4,-0.074,0.536
78895161,5,-0.075,0.243
78895161,6,-0.077,0.116
78895161,7,-0.081,0.031
78895161,8,-0.072,0.086
78895161,9,-0.061,0.192
78895161,10,-0.045,0.42
78895161,11,-0.036,0.628
78895163,-3,-0.012,3.044
78895163,-2,0,3.185
78895163,-1,0.017,3.221
78895163,0,0.033,3.281
78895163,1,0.065,3.143
78895163,2,0.111,2.855
78895163,3,0.157,2.931
78895163,4,0.194,3.389
78895174,-3,-0.009,4.482
78895174,-2,-0.033,3.551
78895174,-1,-0.053,2.6
78895174,0,-0.06,1.553
78895174,1,-0.059,0.606
78895174,2,-0.04,-0.243
78895174,3,-0.02,-0.945
78895174,4,0.001,-1.402
78895181,-3,-0.08,-0.027
78895181,-2,-0.083,-0.391
78895181,-1,-0.084,-0.805
78895181,0,-0.078,-1.27
78895181,1,-0.071,-1.835
78895181,2,-0.058,-2.464
78895181,3,-0.042,-2.982
78895181,4,-0.018,-3.232
78895181,5,0.006,-3.268
78895186,-3,-0.252,-4.189
78895186,-2,-0.263,-4.319
78895186,-1,-0.272,-4.52
78895186,0,-0.274,-4.807
78895186,1,-0.278,-5.292
78895186,2,-0.282,-5.898
78895186,3,-0.289,-6.405
78895192,-3,-0.053,1.463
78895192,-2,-0.034,1.696
78895192,-1,-0.013,1.874
78895192,0,0.007,2.035
78895192,1,0.028,2.244
78895192,2,0.053,2.466
78895192,3,0.079,2.654
78895192,4,0.099,2.648
78895197,-3,-0.164,-2.496
78895197,-2,-0.159,-1.606
78895197,-1,-0.151,-0.849
78895197,0,-0.138,-0.942
78895197,1,-0.113,-1.476
78895197,2,-0.068,-2.125
78895197,3,-0.024,-2.519
78895199,-3,-0.064,0.169
78895199,-2,-0.097,-0.294
78895199,-1,-0.125,-0.864
78895199,0,-0.14,-1.792
78895199,1,-0.144,-2.843
78895199,2,-0.14,-3.997
78895199,3,-0.135,-4.768
78895199,4,-0.128,-5.149
78895203,-3,0.004,3.5
78895203,-2,0.014,3.524
78895203,-1,0.025,3.492
78895203,0,0.035,3.473
78895203,1,0.038,3.289
